Load environment configuration
'/opt/appsmith/editor/index.html' -> '/opt/appsmith/index.html.original'
127.0.0.1 - - [18/Apr/2023:23:23:53 +0000] "GET /rts-api/v1/health-check HTTP/1.1" 200 16 "-" "curl/7.68.0"
172.19.0.1 - - [18/Apr/2023:23:27:04 +0000] "GET /api/v1/workspaces/643ebbc9180a343b72610026/members HTTP/1.1" 200 211 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:04 +0000] "GET /api/v1/pages?pageId=643ebc2d180a343b7261003e&mode=EDIT HTTP/1.1" 200 776 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:04 +0000] "GET /api/v1/libraries/643ebc26180a343b72610033 HTTP/1.1" 200 101 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:04 +0000] "GET /api/v1/pages/643ebc2d180a343b7261003e HTTP/1.1" 200 2407 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:04 +0000] "GET /api/v1/themes/applications/643ebc26180a343b72610033/current?mode=EDIT HTTP/1.1" 200 1443 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:04 +0000] "GET /api/v1/collections/actions?applicationId=643ebc26180a343b72610033 HTTP/1.1" 200 101 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:04 +0000] "GET /api/v1/themes/applications/643ebc26180a343b72610033 HTTP/1.1" 200 4657 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/actions?applicationId=643ebc26180a343b72610033 HTTP/1.1" 200 2063 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/datasources/mocks HTTP/1.1" 200 202 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/datasources?workspaceId=643ebbc9180a343b72610026 HTTP/1.1" 200 101 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/pages/643ebc2d180a343b7261003e HTTP/1.1" 200 2407 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/pages/643ebc2d180a343b7261003d HTTP/1.1" 200 7343 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/pages/643ebc2d180a343b7261003c HTTP/1.1" 200 7550 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/plugins?workspaceId=643ebbc9180a343b72610026 HTTP/1.1" 200 23693 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/pages/643ebc2d180a343b7261003f HTTP/1.1" 200 6922 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/pages/643ebc2d180a343b7261003b HTTP/1.1" 200 6382 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/pages/643ebc2d180a343b72610040 HTTP/1.1" 200 5840 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/pages/643ebc2d180a343b72610041 HTTP/1.1" 200 7148 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/plugins/643ebba8180a343b72610002/form HTTP/1.1" 200 1033 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/plugins/643ebbae180a343b72610023/form HTTP/1.1" 200 1956 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:05 +0000] "GET /api/v1/workspaces/643ebbc9180a343b72610026 HTTP/1.1" 200 521 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:07 +0000] "GET /api/v1/git/status/app/643ebc26180a343b72610033?branchName=master HTTP/1.1" 200 301 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:07 +0000] "GET /api/v1/git/branch/app/643ebc26180a343b72610033? HTTP/1.1" 200 158 "http://localhost:8080/app/healthheroappsmith/welcome-page-643ebc2d180a343b7261003e/edit/widgets/ffv3rngcev?branch=master" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
127.0.0.1 - - [18/Apr/2023:23:27:07 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.19.0.1 - - [18/Apr/2023:23:27:16 +0000] "GET /api/v1/applications/new HTTP/1.1" 200 1460 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:16 +0000] "GET /api/v1/applications/releaseItems HTTP/1.1" 200 13454 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:21 +0000] "GET /api/v1/git/profile/default HTTP/1.1" 200 144 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:27:21 +0000] "GET /api/v1/git/profile/app/ HTTP/1.1" 404 124 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
127.0.0.1 - - [18/Apr/2023:23:27:22 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.19.0.1 - - [18/Apr/2023:23:27:27 +0000] "GET /api/v1/git/import/keys?keyType=ECDSA HTTP/1.1" 200 345 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
127.0.0.1 - - [18/Apr/2023:23:27:38 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
127.0.0.1 - - [18/Apr/2023:23:27:53 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.19.0.1 - - [18/Apr/2023:23:27:57 +0000] "POST /api/v1/git/import/643ebbc9180a343b72610026 HTTP/1.1" 400 265 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
127.0.0.1 - - [18/Apr/2023:23:28:08 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.19.0.1 - - [18/Apr/2023:23:28:10 +0000] "GET /api/v1/git/profile/default HTTP/1.1" 200 144 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:28:10 +0000] "GET /api/v1/git/profile/app/ HTTP/1.1" 404 124 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:28:10 +0000] "GET /api/v1/applications/ssh-keypair/ HTTP/1.1" 404 124 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:28:14 +0000] "DELETE /api/v1/applications/643ebc26180a343b72610033 HTTP/1.1" 200 713 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:28:17 +0000] "GET /api/v1/git/profile/default HTTP/1.1" 200 144 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:28:17 +0000] "GET /api/v1/git/profile/app/ HTTP/1.1" 404 124 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
127.0.0.1 - - [18/Apr/2023:23:28:23 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.19.0.1 - - [18/Apr/2023:23:28:26 +0000] "GET /api/v1/git/import/keys?keyType=ECDSA HTTP/1.1" 200 342 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
127.0.0.1 - - [18/Apr/2023:23:28:39 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
127.0.0.1 - - [18/Apr/2023:23:28:54 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.19.0.1 - - [18/Apr/2023:23:28:55 +0000] "POST /api/v1/git/import/643ebbc9180a343b72610026 HTTP/1.1" 400 265 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:01 +0000] "GET /api/v1/git/profile/default HTTP/1.1" 200 144 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:01 +0000] "GET /api/v1/git/profile/app/ HTTP/1.1" 404 124 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:01 +0000] "GET /api/v1/applications/ssh-keypair/ HTTP/1.1" 404 124 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:02 +0000] "GET /rts/?EIO=4&transport=websocket HTTP/1.1" 101 3483 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:03 +0000] "POST /api/v1/logout HTTP/1.1" 200 100 "http://localhost:8080/applications" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
127.0.0.1 - - [18/Apr/2023:23:29:09 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.19.0.1 - - [18/Apr/2023:23:29:12 +0000] "POST /api/v1/users HTTP/1.1" 302 0 "http://localhost:8080/user/signup" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:13 +0000] "GET /pageService.js HTTP/1.1" 304 0 "http://localhost:8080/pageService.js" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:19 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:19 +0000] "GET /api/v1/users/features HTTP/1.1" 200 99 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:19 +0000] "GET /api/v1/tenants/current HTTP/1.1" 200 166 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:19 +0000] "GET /api/v1/users/me HTTP/1.1" 200 256 "http://localhost:8080/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:21 +0000] "GET /pageService.js HTTP/1.1" 304 0 "http://localhost:8080/pageService.js" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:23 +0000] "GET /rts/?EIO=4&transport=websocket HTTP/1.1" 101 228 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:23 +0000] "POST /api/v1/login HTTP/1.1" 302 0 "http://localhost:8080/user/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:24 +0000] "GET /pageService.js HTTP/1.1" 304 0 "http://localhost:8080/pageService.js" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
127.0.0.1 - - [18/Apr/2023:23:29:25 +0000] "GET / HTTP/1.1" 200 4263 "-" "curl/7.68.0"
172.19.0.1 - - [18/Apr/2023:23:29:29 +0000] "POST /api/v1/login HTTP/1.1" 302 0 "http://localhost:8080/user/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
172.19.0.1 - - [18/Apr/2023:23:29:30 +0000] "GET /pageService.js HTTP/1.1" 304 0 "http://localhost:8080/pageService.js" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36"
